source_title,Category
Pediatric Diabetes,"Pediatrics, Perinatology and Child Health"
Pediatric obesity,"Pediatrics, Perinatology and Child Health"
Journal of Neurodevelopmental Disorders,"Pediatrics, Perinatology and Child Health"
Seminars in Perinatology,"Pediatrics, Perinatology and Child Health"
Maternal and Child Nutrition,"Pediatrics, Perinatology and Child Health"
Pediatric Critical Care Medicine,"Pediatrics, Perinatology and Child Health"
Clinics in Perinatology,"Pediatrics, Perinatology and Child Health"
Neuromuscular Disorders,"Pediatrics, Perinatology and Child Health"
Translational Pediatrics,"Pediatrics, Perinatology and Child Health"
Paediatric Respiratory Reviews,"Pediatrics, Perinatology and Child Health"
World Journal of Pediatrics,"Pediatrics, Perinatology and Child Health"
European Journal of Paediatric Neurology,"Pediatrics, Perinatology and Child Health"
Child Abuse and Neglect,"Pediatrics, Perinatology and Child Health"
Periodontology 2000,Periodontics
Nano Today,Pharmaceutical Science
"Nanomedicine: Nanotechnology, Biology, and Medicine",Pharmaceutical Science
Journal of Nanobiotechnology,Pharmaceutical Science
International Journal of Nanomedicine,Pharmaceutical Science
Apoptosis : an international journal on programmed cell death,Pharmaceutical Science
European Journal of Pharmaceutics and Biopharmaceutics,Pharmaceutical Science
"Artificial Cells, Nanomedicine and Biotechnology",Pharmaceutical Science
Advanced healthcare materials,Pharmaceutical Science
Advanced Drug Delivery Reviews,Pharmaceutical Science
Journal of Controlled Release,Pharmaceutical Science
Drug Delivery,Pharmaceutical Science
Journal of Pharmaceutical Investigation,Pharmaceutical Science
Expert Opinion on Drug Delivery,Pharmaceutical Science
International Journal of Pharmaceutics,Pharmaceutical Science
Asian Journal of Pharmaceutical Sciences,Pharmaceutical Science
Pharmacological Reviews,Pharmacology
Cell Chemical Biology,Pharmacology
Cellular and Molecular Life Sciences,Pharmacology
Journal for ImmunoTherapy of Cancer,Pharmacology
Antiviral Research,Pharmacology
Nature Reviews Drug Discovery,Pharmacology
Trends in Pharmacological Sciences,Pharmacology
Drug Discovery Today,Pharmacology
British Journal of Pharmacology,Pharmacology
Pharmacological Research,Pharmacology
Expert Opinion on Therapeutic Patents,Pharmacology
Biomedicine and Pharmacotherapy,Pharmacology
Current Opinion in Pharmacology,Pharmacology
Drug Resistance Updates,Pharmacology (medical)
OpenNano,Pharmacology (medical)
Journal of Biomedical Science,Pharmacology (medical)
BioDrugs,Pharmacology (medical)
Targeted Oncology,Pharmacology (medical)
npj Vaccines,Pharmacology (medical)
Pharmacology and Therapeutics,Pharmacology (medical)
Alimentary Pharmacology and Therapeutics,Pharmacology (medical)
Drugs,Pharmacology (medical)
International Journal of Antimicrobial Agents,Pharmacology (medical)
Current Neuropharmacology,Pharmacology (medical)
Clinical Pharmacology and Therapeutics,Pharmacology (medical)
Neurotherapeutics,Pharmacology (medical)
Clinical Pharmacokinetics,Pharmacology (medical)
Acta Pharmacologica Sinica,Pharmacology (medical)
Antimicrobial Agents and Chemotherapy,Pharmacology (medical)
Journal of Antimicrobial Chemotherapy,Pharmacology (medical)
European Heart Journal - Cardiovascular Pharmacotherapy,Pharmacology (medical)
Rheumatology,Pharmacology (medical)
Expert Opinion on Investigational Drugs,Pharmacology (medical)
P and T,Pharmacology (medical)
Journal of the American Pharmacists Association : JAPhA,Pharmacology (nursing)
Nanotheranostics,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)"
Theranostics,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)"
Journal of Pharmaceutical Analysis,Pharmacy
Research in Social and Administrative Pharmacy,Pharmacy
Journal of managed care & specialty pharmacy,Pharmacy
Journal of Pharmacy Practice,Pharmacy
Political Psychology,Philosophy
Philosophy and Technology,Philosophy
International Journal of Social Robotics,Philosophy
Journal of Self-Governance and Management Economics,Philosophy
Review of Contemporary Philosophy,Philosophy
Linguistic and Philosophical Investigations,Philosophy
Science Technology and Human Values,Philosophy
Thinking and Reasoning,Philosophy
Environmental Values,Philosophy
"Life Sciences, Society and Policy",Philosophy
Analysis and Metaphysics,Philosophy
Business Ethics Quarterly,Philosophy
Minds and Machines,Philosophy
Nous,Philosophy
International Theory,Philosophy
"Cognition, Technology and Work",Philosophy
Global Bioethics,Philosophy
Journal of School Health,Philosophy
The Philosophical Review,Philosophy
AJOB Empirical Bioethics,Philosophy
Journal of Applied Behavior Analysis,Philosophy
NanoEthics,Philosophy
Synthese,Philosophy
Phenomenology and the Cognitive Sciences,Philosophy
Journal for the Theory of Social Behaviour,Philosophy
Journal of Humanistic Psychology,Philosophy
Journal of Sociolinguistics,Philosophy
Bioethics,Philosophy
Biology and Philosophy,Philosophy
Journal of Philosophy,Philosophy
Mind,Philosophy
XLinguae,Philosophy
Adaptive Behavior,Philosophy
Journal of Medicine and Philosophy,Philosophy
AI and Society,Philosophy
Ethics and International Affairs,Philosophy
Journal of Academic Ethics,Philosophy
Philosophy and Phenomenological Research,Philosophy
Research Ethics,Philosophy
"Ethics, Policy and Environment",Philosophy
Hastings Center Report,Philosophy
Review of Philosophy and Psychology,Philosophy
International Journal of Ethics and Systems,Philosophy
Journal of Linguistics,Philosophy
Mind and Language,Philosophy
Ethics,Philosophy
Linguistics and Philosophy,Philosophy
Topoi,Philosophy
Journal of Applied Philosophy,Philosophy
Journal of Political Philosophy,Philosophy
"Philosophy, Psychiatry and Psychology",Philosophy
Asian Bioethics Review,Philosophy
Australasian Journal of Philosophy,Philosophy
European Journal for Philosophy of Science,Philosophy
Natural Language Semantics,Philosophy
Philosophical Psychology,Philosophy
Philosophy Compass,Philosophy
Studies in Philosophy and Education,Philosophy
Coordination Chemistry Reviews,Physical and Theoretical Chemistry
Advances in Colloid and Interface Science,Physical and Theoretical Chemistry
Critical Reviews in Solid State and Materials Sciences,Physical and Theoretical Chemistry
Annual Review of Physical Chemistry,Physical and Theoretical Chemistry
Journal of Catalysis,Physical and Theoretical Chemistry
Journal of Physical Chemistry Letters,Physical and Theoretical Chemistry
International Reviews in Physical Chemistry,Physical and Theoretical Chemistry
International Journal of Behavioral Nutrition and Physical Activity,"Physical Therapy, Sports Therapy and Rehabilitation"
Exercise and Sport Sciences Reviews,"Physical Therapy, Sports Therapy and Rehabilitation"
Journal of Sport and Health Science,"Physical Therapy, Sports Therapy and Rehabilitation"
Medicine and Science in Sports and Exercise,"Physical Therapy, Sports Therapy and Rehabilitation"
Applied Ergonomics,"Physical Therapy, Sports Therapy and Rehabilitation"
Journal of Physiotherapy,"Physical Therapy, Sports Therapy and Rehabilitation"
International Journal of Sports Physiology and Performance,"Physical Therapy, Sports Therapy and Rehabilitation"
Journal of Science and Medicine in Sport,"Physical Therapy, Sports Therapy and Rehabilitation"
Scandinavian Journal of Medicine and Science in Sports,"Physical Therapy, Sports Therapy and Rehabilitation"
Cartilage,"Physical Therapy, Sports Therapy and Rehabilitation"
Journal of Orthopaedic and Sports Physical Therapy,"Physical Therapy, Sports Therapy and Rehabilitation"
Research in Sports Medicine,"Physical Therapy, Sports Therapy and Rehabilitation"
Sports Medicine - Open,"Physical Therapy, Sports Therapy and Rehabilitation"
European Journal of Sport Science,"Physical Therapy, Sports Therapy and Rehabilitation"
Materials Today Physics,Physics and Astronomy (miscellaneous)
Living Reviews in Relativity,Physics and Astronomy (miscellaneous)
Physical Review D,Physics and Astronomy (miscellaneous)
Applied Physics Letters,Physics and Astronomy (miscellaneous)
Physiological Reviews,Physiology
Cell Metabolism,Physiology
Annual Review of Physiology,Physiology
Physiology,Physiology
Cellular Physiology and Biochemistry,Physiology
Acta Physiologica,Physiology
Comprehensive Physiology,Physiology (medical)
Annual Review of Plant Biology,Plant Science
Trends in Plant Science,Plant Science
Annual Review of Phytopathology,Plant Science
Nature Plants,Plant Science
Molecular Plant,Plant Science
Current Opinion in Plant Biology,Plant Science
New Phytologist,Plant Science
"Plant, Cell and Environment",Plant Science
Plant Journal,Plant Science
Journal of Ecology,Plant Science
Journal of Experimental Botany,Plant Science
BMC Biology,Plant Science
Critical Reviews in Plant Sciences,Plant Science
Journal of Integrative Plant Biology,Plant Science
Phytochemistry Reviews,Plant Science
Frontiers in Plant Science,Plant Science
Plant and Cell Physiology,Plant Science
Annals of Botany,Plant Science
Plant Cell Reports,Plant Science
Environmental and Experimental Botany,Plant Science
Preslia,Plant Science
Physiologia Plantarum,Plant Science
Mycosphere,Plant Science
Plant Methods,Plant Science
Plant Physiology and Biochemistry,Plant Science
Tree Physiology,Plant Science
Journal of Plant Interactions,Plant Science
Crop Journal,Plant Science
Plant and Soil,Plant Science
Plant Molecular Biology,Plant Science
Plant Science,Plant Science
Journal of Systematics and Evolution,Plant Science
Plant Reproduction,Plant Science
Rice Science,Plant Science
Mycorrhiza,Plant Science
Plant Genome,Plant Science
Protoplasma,Plant Science
Fermentation,Plant Science
Diabetic Foot and Ankle,Podiatry
International Organization,Political Science and International Relations
Journal of Conflict Resolution,Political Science and International Relations
Journal of Common Market Studies,Political Science and International Relations
Transnational Corporations,Political Science and International Relations
Asian Business and Management,Political Science and International Relations
Thunderbird International Business Review,Political Science and International Relations
Journal of International Studies,Political Science and International Relations
Review of International Organizations,Political Science and International Relations
Asian Economic Policy Review,Political Science and International Relations
Global Environmental Politics,Political Science and International Relations
British Journal of Politics and International Relations,Political Science and International Relations
Studies in Conflict and Terrorism,Political Science and International Relations
Journal of Political Ecology,Political Science and International Relations
Post-Soviet Affairs,Political Science and International Relations
"Capitalism, Nature, Socialism",Political Science and International Relations
Review of International Political Economy,Political Science and International Relations
Terrorism and Political Violence,Political Science and International Relations
Conflict Management and Peace Science,Political Science and International Relations
European Journal of Political Economy,Political Science and International Relations
International Security,Political Science and International Relations
American Journal of Political Science,Political Science and International Relations
Political Analysis,Political Science and International Relations
American Political Science Review,Political Science and International Relations
International Affairs,Political Science and International Relations
British Journal of Political Science,Political Science and International Relations
Journal of Peace Research,Political Science and International Relations
West European Politics,Political Science and International Relations
European Journal of International Relations,Political Science and International Relations
Policy and Society,Political Science and International Relations
New Political Economy,Political Science and International Relations
Swiss Political Science Review,Political Science and International Relations
Critical Social Policy,Political Science and International Relations
Perspectives on Politics,Political Science and International Relations
Security Dialogue,Political Science and International Relations
European Union Politics,Political Science and International Relations
Geopolitics,Political Science and International Relations
Foreign Affairs,Political Science and International Relations
Contemporary Security Policy,Political Science and International Relations
World Politics,Political Science and International Relations
European Political Science Review,Political Science and International Relations
Island Studies Journal,Political Science and International Relations
"Territory, Politics, Governance",Political Science and International Relations
Cooperation and Conflict,Political Science and International Relations
Research and Politics,Political Science and International Relations
China Quarterly,Political Science and International Relations
Journal of Contemporary China,Political Science and International Relations
Peace and Conflict,Political Science and International Relations
Social Policy and Society,Political Science and International Relations
Politics,Political Science and International Relations
Energy and Environmental Science,Pollution
Green Chemistry,Pollution
Polymer Reviews,Polymers and Plastics
Carbohydrate Polymers,Polymers and Plastics
Current Opinion in Colloid and Interface Science,Polymers and Plastics
ACS Macro Letters,Polymers and Plastics
Biomacromolecules,Polymers and Plastics
Polymer Chemistry,Polymers and Plastics
Macromolecular Rapid Communications,Polymers and Plastics
Polymer,Polymers and Plastics
European Polymer Journal,Polymers and Plastics
Materials Today Chemistry,Polymers and Plastics
Polymer Degradation and Stability,Polymers and Plastics
Acta Materialia,Polymers and Plastics
Journal of Substance Abuse Treatment,Psychiatric Mental Health
Administration and Policy in Mental Health and Mental Health Services Research,Psychiatric Mental Health
Early Intervention in Psychiatry,Psychiatric Mental Health
Molecular Psychiatry,Psychiatry and Mental Health
Psychoneuroendocrinology,Psychiatry and Mental Health
World Psychiatry,Psychiatry and Mental Health
JAMA Psychiatry,Psychiatry and Mental Health
The Lancet Psychiatry,Psychiatry and Mental Health
American Journal of Psychiatry,Psychiatry and Mental Health
Journal of Abnormal Psychology,Psychiatry and Mental Health
Neuropsychopharmacology,Psychiatry and Mental Health
Addiction,Psychiatry and Mental Health
British Journal of Psychiatry,Psychiatry and Mental Health
Psychological Medicine,Psychiatry and Mental Health
Acta Psychiatrica Scandinavica,Psychiatry and Mental Health
International Journal of Neuropsychopharmacology,Psychiatry and Mental Health
Alzheimer's and Dementia: Translational Research and Clinical Interventions,Psychiatry and Mental Health
Addiction Biology,Psychiatry and Mental Health
CNS Drugs,Psychiatry and Mental Health
Evidence-Based Mental Health,Psychiatry and Mental Health
Current Psychiatry Reports,Psychiatry and Mental Health
Dialogues in Clinical Neuroscience,Psychiatry and Mental Health
Translational Psychiatry,Psychiatry and Mental Health
"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring",Psychiatry and Mental Health
Bipolar Disorders,Psychiatry and Mental Health
npj Schizophrenia,Psychiatry and Mental Health
Current Opinion in Behavioral Sciences,Psychiatry and Mental Health
CNS Neuroscience and Therapeutics,Psychiatry and Mental Health
Journal of Clinical Psychiatry,Psychiatry and Mental Health
Pharmacopsychiatry,Psychiatry and Mental Health
Psychiatry and Clinical Neurosciences,Psychiatry and Mental Health
Behavioral Sleep Medicine,Psychology (miscellaneous)
Psychological Methods,Psychology (miscellaneous)
Review of Public Personnel Administration,Public Administration
Policy Studies Journal,Public Administration
Journal of European Public Policy,Public Administration
Public Management Review,Public Administration
Food and Nutrition Research,"Public Health, Environmental and Occupational Health"
Chemosphere,"Public Health, Environmental and Occupational Health"
Clinical Microbiology Reviews,"Public Health, Environmental and Occupational Health"
Environmental Health Perspectives,"Public Health, Environmental and Occupational Health"
Eurosurveillance,"Public Health, Environmental and Occupational Health"
Reviews of Environmental Contamination and Toxicology,"Public Health, Environmental and Occupational Health"
Current environmental health reports,"Public Health, Environmental and Occupational Health"
Indoor Air,"Public Health, Environmental and Occupational Health"
Emerging Contaminants,"Public Health, Environmental and Occupational Health"
Current Opinion in Environmental Science and Health,"Public Health, Environmental and Occupational Health"
Environmental Research Letters,"Public Health, Environmental and Occupational Health"
Ecotoxicology and Environmental Safety,"Public Health, Environmental and Occupational Health"
Environmental Health: A Global Access Science Source,"Public Health, Environmental and Occupational Health"
Accident Analysis and Prevention,"Public Health, Environmental and Occupational Health"
Journal of Exposure Science and Environmental Epidemiology,"Public Health, Environmental and Occupational Health"
Epidemics,"Public Health, Environmental and Occupational Health"
The Lancet Public Health,"Public Health, Environmental and Occupational Health"
The Lancet Planetary Health,"Public Health, Environmental and Occupational Health"
Journal of Occupational Health Psychology,"Public Health, Environmental and Occupational Health"
Obesity Reviews,"Public Health, Environmental and Occupational Health"
Journal of Travel Medicine,"Public Health, Environmental and Occupational Health"
Translational Research,"Public Health, Environmental and Occupational Health"
International Journal of Hygiene and Environmental Health,"Public Health, Environmental and Occupational Health"
Travel Medicine and Infectious Disease,"Public Health, Environmental and Occupational Health"
Bulletin of the World Health Organization,"Public Health, Environmental and Occupational Health"
Epidemiology and Psychiatric Sciences,"Public Health, Environmental and Occupational Health"
American Journal of Preventive Medicine,"Public Health, Environmental and Occupational Health"
Journal of the International AIDS Society,"Public Health, Environmental and Occupational Health"
Infectious Diseases of Poverty,"Public Health, Environmental and Occupational Health"
PLoS Neglected Tropical Diseases,"Public Health, Environmental and Occupational Health"
American Journal of Public Health,"Public Health, Environmental and Occupational Health"
Occupational and Environmental Medicine,"Public Health, Environmental and Occupational Health"
"Scandinavian Journal of Work, Environment and Health","Public Health, Environmental and Occupational Health"
National Health Statistics Reports,"Public Health, Environmental and Occupational Health"
Nicotine and Tobacco Research,"Public Health, Environmental and Occupational Health"
Preventive Medicine,"Public Health, Environmental and Occupational Health"
AIDS Patient Care and STDs,"Public Health, Environmental and Occupational Health"
Journal of Epidemiology and Community Health,"Public Health, Environmental and Occupational Health"
One Health,"Public Health, Environmental and Occupational Health"
Influenza and other Respiratory Viruses,"Public Health, Environmental and Occupational Health"
Population Health Metrics,"Public Health, Environmental and Occupational Health"
American Journal of Respiratory Cell and Molecular Biology,Pulmonary and Respiratory Medicine
Lung Cancer,Pulmonary and Respiratory Medicine
American Journal of Physiology - Lung Cellular and Molecular Physiology,Pulmonary and Respiratory Medicine
The Lancet Respiratory Medicine,Pulmonary and Respiratory Medicine
Journal of Thoracic Oncology,Pulmonary and Respiratory Medicine
European Respiratory Journal,Pulmonary and Respiratory Medicine
Thorax,Pulmonary and Respiratory Medicine
European Respiratory Review,Pulmonary and Respiratory Medicine
Respirology,Pulmonary and Respiratory Medicine
Annals of the American Thoracic Society,Pulmonary and Respiratory Medicine
Journal of Photochemistry and Photobiology B: Biology,Radiation
International Journal of Radiation Oncology Biology Physics,Radiation
IEEE Transactions on Microwave Theory and Techniques,Radiation
IEEE Transactions on Terahertz Science and Technology,Radiation
IEEE Transactions on Medical Imaging,Radiological and Ultrasound Technology
Advanced Structural and Chemical Imaging,"Radiology, Nuclear Medicine and Imaging"
Seminars in Radiation Oncology,"Radiology, Nuclear Medicine and Imaging"
Medical Image Analysis,"Radiology, Nuclear Medicine and Imaging"
Journal of Cardiovascular Magnetic Resonance,"Radiology, Nuclear Medicine and Imaging"
Computerized Medical Imaging and Graphics,"Radiology, Nuclear Medicine and Imaging"
Cancer Treatment Reviews,"Radiology, Nuclear Medicine and Imaging"
Radiology,"Radiology, Nuclear Medicine and Imaging"
JACC: Cardiovascular Imaging,"Radiology, Nuclear Medicine and Imaging"
European Journal of Nuclear Medicine and Molecular Imaging,"Radiology, Nuclear Medicine and Imaging"
Investigative Radiology,"Radiology, Nuclear Medicine and Imaging"
Circulation: Cardiovascular Imaging,"Radiology, Nuclear Medicine and Imaging"
Photoacoustics,"Radiology, Nuclear Medicine and Imaging"
Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,"Radiology, Nuclear Medicine and Imaging"
European Heart Journal Cardiovascular Imaging,"Radiology, Nuclear Medicine and Imaging"
Gastrointestinal Endoscopy,"Radiology, Nuclear Medicine and Imaging"
Radiographics,"Radiology, Nuclear Medicine and Imaging"
Journal of the American Society of Echocardiography,"Radiology, Nuclear Medicine and Imaging"
Radiotherapy and Oncology,"Radiology, Nuclear Medicine and Imaging"
International Journal of Biomedical Imaging,"Radiology, Nuclear Medicine and Imaging"
Journal of Magnetic Resonance Imaging,"Radiology, Nuclear Medicine and Imaging"
European Radiology,"Radiology, Nuclear Medicine and Imaging"
Seminars in Nuclear Medicine,"Radiology, Nuclear Medicine and Imaging"
Magnetic Resonance in Medicine,"Radiology, Nuclear Medicine and Imaging"
NeuroImage: Clinical,"Radiology, Nuclear Medicine and Imaging"
IEEE Transactions on Neural Systems and Rehabilitation Engineering,Rehabilitation
Archives of Physical Medicine and Rehabilitation,Rehabilitation
Clinical Rehabilitation,Rehabilitation
Journal of Head Trauma Rehabilitation,Rehabilitation
JMIR Rehabilitation and Assistive Technologies,Rehabilitation
European Journal of Physical and Rehabilitation Medicine,Rehabilitation
Neurorehabilitation and Neural Repair,Rehabilitation
Journal of NeuroEngineering and Rehabilitation,Rehabilitation
Annals of Physical and Rehabilitation Medicine,Rehabilitation
Journal of Geriatric Physical Therapy,Rehabilitation
Games for health journal,Rehabilitation
Psychology of Religion and Spirituality,Religious Studies
Sociology of Religion,Religious Studies
"Journal of Management, Spirituality and Religion",Religious Studies
Journal of Moral Education,Religious Studies
Journal of Religion and Health,Religious Studies
Microbial Physiology,Religious Studies
Journal for the Scientific Study of Religion,Religious Studies
Journal of Health Care Chaplaincy,Religious Studies
Politics and Religion,Religious Studies
The International Journal for the Psychology of Religion,Religious Studies
British Journal of Religious Education,Religious Studies
Review of Religious Research,Religious Studies
Bogoslovni Vestnik,Religious Studies
European Journal of Science and Theology,Religious Studies
"Religion, State and Society",Religious Studies
Social Compass,Religious Studies
Contemporary Islam,Religious Studies
Mortality,Religious Studies
Christian Bioethics,Religious Studies
Zygon,Religious Studies
Archive for the Psychology of Religion,Religious Studies
Journal of Beliefs and Values,Religious Studies
Journal of Religion and Spirituality in Social Work,Religious Studies
Journal of the American Academy of Religion,Religious Studies
Contemporary Buddhism,Religious Studies
Indonesian Journal of Islam and Muslim Societies,Religious Studies
International Journal of Children's Spirituality,Religious Studies
Journal for the Study of Spirituality,Religious Studies
Journal of Muslims in Europe,Religious Studies
Pastoral Psychology,Religious Studies
Review of Faith and International Affairs,Religious Studies
Aries,Religious Studies
Filosofia Theoretica,Religious Studies
International Journal of Religious Tourism and Pilgrimage,Religious Studies
International Journal of Transpersonal Studies,Religious Studies
Journal of Empirical Theology,Religious Studies
Journal of Psychology and Theology,Religious Studies
Journal of Spirituality in Mental Health,Religious Studies
Counseling and Values,Religious Studies
Dead Sea Discoveries,Religious Studies
Health and Social Care Chaplaincy,Religious Studies
Journal of Contemporary Religion,Religious Studies
"Journal of Religion, Spirituality and Aging",Religious Studies
Journal of Religious Ethics,Religious Studies
"Politics, Religion and Ideology",Religious Studies
Qudus International Journal of Islamic Studies,Religious Studies
Teaching Theology and Religion,Religious Studies
Renewable and Sustainable Energy Reviews,"Renewable Energy, Sustainability and the Environment"
IEEE Transactions on Sustainable Energy,"Renewable Energy, Sustainability and the Environment"
Biological Research for Nursing,Research and Theory
Annals of the Rheumatic Diseases,Rheumatology
Arthritis and Rheumatology,Rheumatology
The Lancet Rheumatology,Rheumatology
Nature reviews. Rheumatology,Rheumatology
Global Food Security,Safety Research
Food Analytical Methods,Safety Research
International Journal of Disaster Risk Reduction,Safety Research
NanoImpact,Safety Research
Safety Science,Safety Research
Journal of Transport and Health,Safety Research
Food and Bioprocess Technology,"Safety, Risk, Reliability and Quality"
Food Packaging and Shelf Life,"Safety, Risk, Reliability and Quality"
Process Safety and Environmental Protection,"Safety, Risk, Reliability and Quality"
Protection and Control of Modern Power Systems,"Safety, Risk, Reliability and Quality"
IEEE Transactions on Information Forensics and Security,"Safety, Risk, Reliability and Quality"
Reliability Engineering and System Safety,"Safety, Risk, Reliability and Quality"
Structural Safety,"Safety, Risk, Reliability and Quality"
IEEE Transactions on Reliability,"Safety, Risk, Reliability and Quality"
Vehicle System Dynamics,"Safety, Risk, Reliability and Quality"
British Journal of Ophthalmology,Sensory Systems
Clinical Neurophysiology,Sensory Systems
Theriogenology,Small Animals
Annals of Animal Science,Small Animals
Emotion Review,Social Psychology
Research in Organizational Behavior,Social Psychology
Organizational Psychology Review,Social Psychology
Journal of Counseling Psychology,Social Psychology
AIDS and Behavior,Social Psychology
Personality and Social Psychology Review,Social Psychology
Social Psychological and Personality Science,Social Psychology
Journal of Environmental Psychology,Social Psychology
Body Image,Social Psychology
Journal of Personality,Social Psychology
European Review of Social Psychology,Social Psychology
European Journal of Personality,Social Psychology
International Review of Social Psychology,Social Psychology
Psychosocial Intervention,Social Psychology
Personality and Social Psychology Bulletin,Social Psychology
Journal of Research in Crime and Delinquency,Social Psychology
"Psychological Trauma: Theory, Research, Practice, and Policy",Social Psychology
Journal of Business and Economic Statistics,Social Sciences (miscellaneous)
Career Development International,Social Sciences (miscellaneous)
Mathematical Finance,Social Sciences (miscellaneous)
"Weather, Climate, and Society",Social Sciences (miscellaneous)
Nature Climate Change,Social Sciences (miscellaneous)
Environmental Innovation and Societal Transitions,Social Sciences (miscellaneous)
Energy Research and Social Science,Social Sciences (miscellaneous)
Review of Economics and Statistics,Social Sciences (miscellaneous)
Journal of Social Policy,Social Sciences (miscellaneous)
IEEE Transactions on Computational Social Systems,Social Sciences (miscellaneous)
Adolescent Research Review,Social Sciences (miscellaneous)
Sleep Health,Social Sciences (miscellaneous)
Journal of Youth and Adolescence,Social Sciences (miscellaneous)
Journal of Family Theory and Review,Social Sciences (miscellaneous)
International Journal of Behavioral Development,Social Sciences (miscellaneous)
Sociological Methods and Research,Social Sciences (miscellaneous)
RSF,Social Sciences (miscellaneous)
Proceedings of the ACM on Human-Computer Interaction,Social Sciences (miscellaneous)
Studies in Family Planning,Social Sciences (miscellaneous)
Journal of Happiness Studies,Social Sciences (miscellaneous)
International Review for the Sociology of Sport,Social Sciences (miscellaneous)
Administrative Science Quarterly,Sociology and Political Science
Food Policy,Sociology and Political Science
Forest Policy and Economics,Sociology and Political Science
Journal of Consumer Culture,Sociology and Political Science
Journal of Service Research,Sociology and Political Science
Leadership Quarterly,Sociology and Political Science
Journal of Organizational Behavior,Sociology and Political Science
Cities,Sociology and Political Science
Public Administration Review,Sociology and Political Science
Journal of Public Administration Research and Theory,Sociology and Political Science
"Accounting, Organizations and Society",Sociology and Political Science
Critical Perspectives on Accounting,Sociology and Political Science
Journal of Policy Analysis and Management,Sociology and Political Science
Futures,Sociology and Political Science
"Work, Employment and Society",Sociology and Political Science
Work and Occupations,Sociology and Political Science
Governance,Sociology and Political Science
Journal of Leadership and Organizational Studies,Sociology and Political Science
Administration and Society,Sociology and Political Science
American Review of Public Administration,Sociology and Political Science
Journal of Accounting and Public Policy,Sociology and Political Science
Technology in Society,Sociology and Political Science
Utilities Policy,Sociology and Political Science
"Cambridge Journal of Regions, Economy and Society",Sociology and Political Science
Internet Research,Sociology and Political Science
Sustainability Science,Sociology and Political Science
Environmental Politics,Sociology and Political Science
Policy and Politics,Sociology and Political Science
Perspectives on Sexual and Reproductive Health,Sociology and Political Science
Social Issues and Policy Review,Sociology and Political Science
Journal of Personality and Social Psychology,Sociology and Political Science
Journal of Experimental Social Psychology,Sociology and Political Science
Cultural Diversity and Ethnic Minority Psychology,Sociology and Political Science
Journal of Gambling Studies,Sociology and Political Science
Early Childhood Research Quarterly,Sociology and Political Science
American Sociological Review,Sociology and Political Science
Political Communication,Sociology and Political Science
American Journal of Sociology,Sociology and Political Science
European Journal of Political Research,Sociology and Political Science
Journal of Rural Studies,Sociology and Political Science
Comparative Political Studies,Sociology and Political Science
Administratie si Management Public,Sociology and Political Science
International Journal of Press/Politics,Sociology and Political Science
International Journal of Urban and Regional Research,Sociology and Political Science
Journals of Gerontology - Series B Psychological Sciences and Social Sciences,Sociology and Political Science
Health and Place,Sociology and Political Science
Journal of Public Relations Research,Sociology and Political Science
South European Society and Politics,Sociology and Political Science
Political Behavior,Sociology and Political Science
Sociology,Sociology and Political Science
Geoforum,Sociology and Political Science
Sociologia Ruralis,Sociology and Political Science
Party Politics,Sociology and Political Science
Science Communication,Sociology and Political Science
Journal of Democracy,Sociology and Political Science
Journal of Politics,Sociology and Political Science
British Journal of Sociology,Sociology and Political Science
China Journal,Sociology and Political Science
Government and Opposition,Sociology and Political Science
"Media, Culture and Society",Sociology and Political Science
"Housing, Theory and Society",Sociology and Political Science
International Journal of Strategic Communication,Sociology and Political Science
Public Policy and Administration,Sociology and Political Science
Sociological Theory,Sociology and Political Science
International Review of Administrative Sciences,Sociology and Political Science
Rural Sociology,Sociology and Political Science
Theory and Research in Social Education,Sociology and Political Science
European Journal of Social Theory,Sociology and Political Science
Social Problems,Sociology and Political Science
Sociological Review,Sociology and Political Science
Youth and Society,Sociology and Political Science
Political Studies,Sociology and Political Science
Soil Biology and Biochemistry,Soil Science
Geoderma,Soil Science
Pedosphere,Soil Science
Astronomy and Astrophysics Review,Space and Planetary Science
Living Reviews in Solar Physics,Space and Planetary Science
Astrophysical Journal Letters,Space and Planetary Science
Space Science Reviews,Space and Planetary Science
"Astrophysical Journal, Supplement Series",Space and Planetary Science
Publications of the Astronomical Society of Australia,Space and Planetary Science
Astronomical Journal,Space and Planetary Science
Analytica Chimica Acta,Spectroscopy
Journal of Phonetics,Speech and Hearing
Ear and Hearing,Speech and Hearing
Dysphagia,Speech and Hearing
Trends in hearing,Speech and Hearing
AAC: Augmentative and Alternative Communication,Speech and Hearing
Progress in Quantum Electronics,Statistical and Nonlinear Physics
Journal of Theoretical Biology,Statistics and Probability
Multivariate Behavioral Research,Statistics and Probability
Journal of Statistical Software,Statistics and Probability
Annual Review of Statistics and Its Application,Statistics and Probability
Bioinformatics,Statistics and Probability
Journal of the Royal Statistical Society. Series B: Statistical Methodology,Statistics and Probability
Journal of the American Statistical Association,Statistics and Probability
Journal of Management Analytics,Statistics and Probability
Annals of Statistics,Statistics and Probability
